application_key,fixture,status,old_weighted_score,new_weighted_score,old_final_score,new_final_score,old_tier,new_tier,old_lane,new_lane,old_approval,new_approval,old_floors,new_floors,factor_deltas,sentinel_acquisitions,sentinel_removals,classification,explanation,expected
a5f481d64856f9a9,False,kyc_documents,17.3,15.3,17.3,15.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}",[],[],READY,approved mapping/parser change: monthly_volume,True
cfe507050eb3c9e4,False,draft,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
cd9cc4d8c211cee4,False,draft,33.0,33.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_elevated_jurisdiction""]","[""floor_rule_elevated_jurisdiction""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:90897ee0e109"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:d6dfc6a0654c"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
9dfc0fbe8ade7377,False,pricing_review,43.7,43.7,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_high_risk_sector""]","[""floor_rule_high_risk_sector""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:e3b3dfa0a3c4""]",[],BLOCKED,new fail-closed unresolved sentinel,True
43f55705ca9c4f8e,True,edd_required,22.0,22.0,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""material_screening_disposition_floor""]","[""material_screening_disposition_floor""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_ownership:22d9ccd17f59""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
6f85354a1d11f436,False,draft,41.3,41.3,70.0,70.0,VERY_HIGH,VERY_HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_sanctioned_country:iran""]","[""floor_rule_sanctioned_country:iran""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
8373776906a6f9cb,True,edd_required,26.0,26.0,26.0,26.0,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:5f08b280ee06""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
17191697f5b0c444,True,kyc_documents,24.3,22.3,24.3,22.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}",[],[],READY,approved mapping/parser change: monthly_volume,True
4717d8e2814cb561,False,kyc_submitted,34.7,34.7,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_high_risk_sector""]","[""floor_rule_high_risk_sector""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
d26f47f127a86440,False,draft,21.7,21.7,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_opaque_ownership""]","[""floor_rule_opaque_ownership""]",{},"[""stale:unmapped_complexity:341171ee7c9e"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_monthly_volume:f9c6566e431d"",""stale:unmapped_ownership:95eb1139f9da"",""stale:unmapped_sector:7f1b438f89c0"",""stale:unmapped_service:b31f77b68983"",""stale:unmapped_service:b6f0d36c88f8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
37547b2af9f437d2,False,pre_approval_review,25.5,25.5,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]",{},"[""stale:unmapped_complexity:50b8d840eb46"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_introduction:71de0467a4c0"",""stale:unmapped_monthly_volume:07476259adc2"",""stale:unmapped_sector:1946efb6e157"",""stale:unmapped_service:84eafd1f0885"",""stale:unmapped_service:8d8e0613829a""]",[],BLOCKED,new fail-closed unresolved sentinel,True
94bc2e983af1e191,False,kyc_submitted,34.7,34.7,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_high_risk_sector""]","[""floor_rule_high_risk_sector""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
47618707cb20385f,False,rmi_sent,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,direct_low_medium,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
39bf5a4f44f58109,False,kyc_documents,27.3,27.3,27.3,27.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:fb0cfbd23a46"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
f363fc6054493363,False,pricing_review,37.3,37.3,37.3,37.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:8fb2f1802261"",""stale:unmapped_sector:2eb5b2899bf6""]",[],BLOCKED,new fail-closed unresolved sentinel,True
700062e0f294c1cb,True,submitted,22.0,22.0,22.0,22.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:fb0cfbd23a46"",""stale:unmapped_ownership:22d9ccd17f59""]",[],BLOCKED,new fail-closed unresolved sentinel,True
cfd1e6517826548b,False,pre_approval_review,26.3,24.3,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""material_screening_disposition_floor""]","[""material_screening_disposition_floor""]","{""monthly_volume"":{""new"":2.0,""old"":3.0}}",[],[],READY,approved mapping/parser change: monthly_volume,True
a1419edaff0cb8fc,False,kyc_documents,47.9,49.9,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_opaque_ownership""]","[""floor_rule_opaque_ownership""]","{""complexity"":{""new"":4.0,""old"":3.0}}","[""stale:unmapped_entity_type:d2e8adaee888""]",[],BLOCKED,approved mapping/parser change: complexity; new fail-closed unresolved sentinel,True
c8c91233da0ee381,False,kyc_documents,18.7,27.0,18.7,27.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":2.0,""old"":3.0},""sector"":{""new"":3,""old"":2},""service"":{""new"":3.0,""old"":1.0}}",[],[],READY,"approved mapping/parser change: monthly_volume, sector, service",True
6b0c3d42fdb54e04,False,draft,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
2a876b2bf3a9e45e,False,pricing_review,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
785005f94fa2ae28,False,edd_required,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
18114973c3bc9d62,False,kyc_submitted,28.0,28.0,28.0,28.0,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
7ab6421b309add90,False,draft,22.7,22.7,22.7,22.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:c96391dfd61c""]",[],READY_AFTER_DATA_CLEANUP,new fail-closed unresolved sentinel,True
cc053941ca6e42a7,True,edd_required,28.0,28.0,28.0,28.0,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:069855105206"",""stale:unmapped_incorporation_country:ebc8125facd5"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:c96391dfd61c""]",[],READY_AFTER_DATA_CLEANUP,new fail-closed unresolved sentinel; approved compliance-review classification,True
e9d371fc341729d4,False,pricing_review,37.3,37.3,37.3,37.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:8fb2f1802261"",""stale:unmapped_sector:2eb5b2899bf6""]",[],BLOCKED,new fail-closed unresolved sentinel,True
bbeb022ddffd1a55,False,kyc_documents,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:26e5bc0e65f6""]",[],BLOCKED,new fail-closed unresolved sentinel,True
2818a6b1a5537549,False,pre_approval_review,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
3c6d31c59e108fec,False,kyc_documents,19.0,19.0,19.0,19.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
e426203a0f55609f,True,submitted,22.0,22.0,22.0,22.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_ownership:22d9ccd17f59""]",[],BLOCKED,new fail-closed unresolved sentinel,True
26ce3b2b222e9d0d,False,edd_required,19.0,17.0,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""material_screening_disposition_floor""]","[""material_screening_disposition_floor""]","{""ownership"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:e3de3dde7730"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: ownership; new fail-closed unresolved sentinel; approved compliance-review classification,True
7d18d35ea1504c6a,False,edd_required,13.0,11.0,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_opaque_ownership""]","[""floor_rule_opaque_ownership""]","{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_ownership:8377dda304c0"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel; approved compliance-review classification,True
84176673f22c3a89,False,draft,30.7,28.7,30.7,28.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:9b4aa98957a8"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_sector:c684ce75c5a9""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
0486387bbdf698b5,False,draft,33.0,33.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_elevated_jurisdiction""]","[""floor_rule_elevated_jurisdiction""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:90897ee0e109"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:d6dfc6a0654c"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
ba581dce3a24a974,False,pricing_review,30.5,28.5,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]","{""ownership"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: ownership; new fail-closed unresolved sentinel,True
42fdc2588e2d7b05,False,kyc_documents,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
9998b06b1c4b853e,False,edd_required,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
713d2976c7d7856a,False,kyc_documents,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
1bac49b98df23ebf,True,draft,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
8d45bbb308232fa9,False,draft,21.0,21.0,21.0,21.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
80dd3170af9bc392,False,draft,26.0,26.0,26.0,26.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:c96391dfd61c""]",[],READY_AFTER_DATA_CLEANUP,new fail-closed unresolved sentinel,True
2e33cd04b9090d96,False,edd_required,43.7,43.7,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_high_risk_sector""]","[""floor_rule_high_risk_sector""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:e3b3dfa0a3c4""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
4d0ef6f140edc7ab,False,pre_approval_review,36.3,36.3,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_elevated_jurisdiction""]","[""floor_rule_elevated_jurisdiction""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
42e0a80183b194ce,False,pricing_review,29.7,29.7,29.7,29.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:069855105206"",""stale:unmapped_incorporation_country:ebc8125facd5"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:26e5bc0e65f6""]",[],BLOCKED,new fail-closed unresolved sentinel,True
1210f1519367b894,False,pricing_review,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
7ca30bb1c762dd7c,False,compliance_review,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,direct_low_medium,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
21866a59b44efdef,False,kyc_documents,57.0,61.7,57.0,61.7,HIGH,HIGH,EDD,EDD,blocked,blocked,[],[],"{""complexity"":{""new"":4.0,""old"":3.0},""service"":{""new"":3.0,""old"":2.0}}","[""stale:unmapped_entity_type:08e6a40f173f"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_service:23d4d9c02f9e""]",[],BLOCKED,"approved mapping/parser change: complexity, service; new fail-closed unresolved sentinel",True
bc8f091d6cfadc30,False,draft,53.7,53.7,70.0,70.0,VERY_HIGH,VERY_HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_sanctioned_country:british virgin islands""]","[""floor_rule_sanctioned_country:british virgin islands""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:8a4c1629bf0c"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
9fd60d6fdd70e792,False,kyc_documents,17.3,15.3,17.3,15.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}",[],[],READY,approved mapping/parser change: monthly_volume,True
10c574bffa29ebef,False,draft,28.0,28.0,28.0,28.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:069855105206"",""stale:unmapped_incorporation_country:ebc8125facd5"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:c96391dfd61c""]",[],READY_AFTER_DATA_CLEANUP,new fail-closed unresolved sentinel,True
e4dbbf7785e8b5f9,False,edd_required,37.2,37.2,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:069855105206"",""stale:unmapped_incorporation_country:ebc8125facd5"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:26e5bc0e65f6""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
3750f0a6f9c828a1,False,draft,37.7,37.7,70.0,70.0,VERY_HIGH,VERY_HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_sanctioned_country:iran""]","[""floor_rule_sanctioned_country:iran""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
34614956e5fea1c2,False,submitted_to_compliance,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel; approved compliance-review classification,True
06ed1f36df4e7983,False,kyc_submitted,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel; approved compliance-review classification,True
0b15b85e074c0a66,False,draft,16.0,16.0,16.0,16.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:341171ee7c9e"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_monthly_volume:f9c6566e431d"",""stale:unmapped_ownership:241cc254ab91"",""stale:unmapped_sector:7f1b438f89c0"",""stale:unmapped_service:b31f77b68983"",""stale:unmapped_service:b6f0d36c88f8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
80e199db880884c5,False,pricing_review,29.7,29.7,29.7,29.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:caa6931ee3d5"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1a9a9548b064""]",[],BLOCKED,new fail-closed unresolved sentinel,True
026b8818df49bc50,False,kyc_documents,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
cf31bd3a6518345c,False,draft,53.7,53.7,70.0,70.0,VERY_HIGH,VERY_HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_sanctioned_country:british virgin islands""]","[""floor_rule_sanctioned_country:british virgin islands""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:8a4c1629bf0c"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
c153a61ab5bec565,False,kyc_documents,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8""]",[],READY_AFTER_DATA_CLEANUP,new fail-closed unresolved sentinel,True
d08ba4e65daa0fae,False,pricing_review,36.2,34.2,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]","{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:37a8d50affb6"",""stale:unmapped_ownership:d7e4e3dac569"",""stale:unmapped_sector:5f08b280ee06""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
1b49b4fd681d2a69,False,kyc_documents,14.3,17.7,14.3,17.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0},""service"":{""new"":3.0,""old"":1.0}}",[],[],READY,"approved mapping/parser change: monthly_volume, service",True
